Sensor ID, Y8585-1-14-21-0
Raw filter data at SS=80
204.5,204.5,174.42,191.76,195.78,178.92,177.46,181.34,183.6,178.54,181.18,183.3,183.28,180.08,180.96,184.18,186.36,186.48,180.82,174.12,168.7,172.46,181.32,186.46,174.62,183.98,169.64,185.44,181.74,177.36,192.9,2327.84,109.1,181.7,173.36,167.58,172.24,167.98,167.2,172.62,174.98,165.34,164.66,166.76,166.98,169.66,168.42,171.1,177.82,166.64,163.28,165,161.9,161.22,169.18,167.68,157.88,165.14,163.24,162.02,174.66,171,171.7,206.8,97.78,181.1,192.72,178.66,182.02,181.4,183.32,174.76,179.36,176.04,178.42,170.62,185.74,179.34,185.48,176.3,168.08,183.46,171.34,178.96,165.14,180.14,168.76,171.38,166.06,182.3,167.9,175.5,182.02,189.52,171.5,192.86,114.6,211.1,1566.24,2562.76,1150.66,1128.38,1121.42,1063.34,1041.1,1020.76,1025.52,981.5,956.14,949.2,944.34,924.08,935.78,923.82,932.04,927.52,940.38,945.48,925.42,900.78,843.82,799.46,792.2,798.64,2547.64,1500.8,207.12,205.1,103.5,211.88,1587.98,975.42,1145.34,203.36,192.86,198.82,198.5,192.32,282.26,230.4,208.7,206.74,237.92,225.32,209.16,197.18,210.22,199.12,227.04,344.72,325.84,353.3,287.44,274.96,305.78,968.72,839.2,1530.78,203.46,198.36,112.5,212.5,1581.14,975.4,420.58,215.18,204.92,210,202.48,197.88,188.54,187.74,187.8,191.62,194.82,192.2,181.72,182.98,196.3,191,246.72,254.4,225.28,222.86,213.72,204.64,238.88,589.36,836.9,1526.88,201.88,196.54,104.32,211.58,1569.36,957.26,450.48,332.72,1173.36,1173.08,1181.72,1190.22,213.14,213.34,203.72,201.54,204.7,215.02,205.64,212,211.34,203.74,200.18,199.56,200.44,203.82,206.64,199.74,237.1,327.32,844,1505.54,203.1,196.82,107.48,217.8,1546.88,954.26,640.62,346.44,215.68,2743.94,1026.3,1036.3,1020.48,1020.8,1066.8,1059.2,1041.46,1076.4,1057.78,1077.86,1082.52,1090.28,1083.98,1089.64,1124.06,1115.68,2715.16,222.38,248.72,528.06,804.24,1501.04,209.3,211.92,117.16,217.7,1534.34,888.56,675.84,431.9,223.2,1140.5,1337.74,1346.7,1358.24,1356.34,1350.82,1337.58,1330.9,1325.1,1298.44,1245.94,1233.38,1218.28,1217.64,1196.06,1182.1,1124,1103.46,221.04,290.96,538.58,801.54,1651.04,222.84,213.82,110.88,310.14,1622.68,893.76,665.1,831.58,214.86,1129.18,1145.04,1621.68,1667.76,1847.74,1865.36,1893.78,2008.1,2023.78,2047.08,2042.08,2049.56,2054.06,2037.42,2027.8,1984.8,1132.78,1122.56,219.4,678.74,583.74,824.52,1601.24,232.86,212.62,110.4,271.64,1627.94,883.04,676.26,803.5,220.52,1142.76,1132.78,2076.68,934.5,904.92,873.14,848.88,825.38,805.26,849.88,832.32,795.76,760.76,752.42,811.68,2051.6,1105.12,1134.88,214.52,647.88,671.78,800.52,1597.04,222.92,206.7,112.72,267.64,1625.92,877.92,781.14,755.66,220.32,1147.16,1103.72,2063.48,839.02,245.7,232.46,273.64,278.06,455.44,444.4,438,405.54,378.64,382.12,925.42,2184.44,1090.46,1129.6,217.56,606.88,648.24,812.42,1551.28,241.64,210.06,113.94,311.56,1595,920.6,780.58,891.52,224.94,1177.82,1091.94,2166.7,972.62,395.44,200.6,204.64,200.7,184.8,181.04,189.68,193.28,181.7,380.06,913.88,2091.9,1068.24,1171.44,223.38,701.64,717.6,1021.08,1561.56,229.48,220.44,116.1,308.12,1576.04,1097.92,876.68,868.98,228.48,1183.46,1141.02,2086.94,1177.8,460,196.24,209.68,211.08,197.94,205.18,195.48,201.8,195.46,441.06,1131.36,2027.96,1087.34,1172.92,213.58,658.66,929.76,1013.6,1669.34,230.06,210.28,115.5,365,1681.94,1162.82,1068.68,1006.74,235.02,1207.7,1109.48,2009.62,1197.38,429.94,198.88,207.2,195.92,202.86,191.72,193.38,200.52,191.52,414.42,1233.3,1944.26,1095.66,1171.88,214.76,741.68,904.16,1045.92,1606.6,250.4,201.72,113.22,634.2,230.4,1176.84,1053.76,1332.42,214.94,1208.32,1129.2,1953.82,1290.62,423.88,190.12,213,211.02,1610.9,218.02,203.32,204.68,190.54,448.86,1252.38,1872.8,1095.72,1187.4,219.8,1082.38,878.14,1070.7,226.24,503.06,209.48,2497.66,646.52,207.3,1225.84,1000.34,1291.42,221.7,1214.86,1113.98,1897.08,1292.16,466.96,196.38,212.4,200.48,218.5,3712.1,229.1,214.48,190.5,627.52,1256.06,1840.16,1118.2,1177.96,214.28,1041.14,826.3,1105.92,204.18,517.1,2600.12,113.68,568.88,207.74,1179.24,1033.08,1242.26,218.04,1242.44,1141.92,1861.96,1302.3,630.94,192.6,214.48,207.84,197.04,205.94,204.1,212.76,208.48,574,1259.94,1825.94,1103.22,1205.5,220.5,984.24,833.48,1079,223.7,440.74,214.98,107.88,631.08,209.16,1153.26,976.36,1314.9,213.54,1230.4,1185.5,1837.38,1283.42,595.2,227.56,214.58,216.86,214.48,206.04,206.74,203.8,201.94,546.38,1249.92,1816,1155.88,1201.78,205.72,1045.78,805.28,1064.84,217.14,403.08,199.26,114.68,607.16,220.04,1154.64,956.82,227.34,206.52,1220.56,1155.98,1869.18,1348.26,602.16,252.44,254.02,249.3,235.78,231.96,268.04,253.96,242,563.28,1291.7,1860.02,1112.16,1203.58,207.7,206.56,884.84,1212.24,209.9,397.74,192.78,105.24,655.76,217.68,1261.1,1025.98,210.74,198.36,1227.1,1139.96,1892.48,1312.06,591.84,666.54,665.1,678.62,660.94,653.72,755.64,726.44,912.52,932.7,1445.34,1781.2,1107.46,1183.18,204.22,207.68,1068.78,1198.3,213.4,474.46,205.88,114.06,832.66,225.6,1300.38,1186.96,206.64,205.36,1228.12,1123.74,1804.4,1429.74,1431.06,1466.3,1456.94,1439.78,1430.88,1490,1488.54,1490.16,1505.98,1511.4,1605.82,1761.26,1082.18,1194.78,203.98,202.64,1079.88,1254.38,223.86,660.46,206.68,111.48,782.14,220.08,1315.86,1207.5,207.82,201.7,1238.44,1086.12,1758.88,1748.06,1755.14,1729.38,1667.24,1647.34,1591.6,1574.08,1526.44,1517.44,1489.2,1478.04,1382.7,1347.68,1048.96,1217.38,212.18,199.9,1068.88,1262.22,217.24,626.66,207,105.66,732.02,213.84,1363.06,1183.24,217.86,200.42,1219.12,1087.1,1089.76,1095.8,1125.82,1111.66,1097.1,1079.42,1087.02,1078.66,1070.88,1105.4,1092.46,1064.5,1068.22,1053.68,1043.32,1228.26,215.92,211.44,1113.58,1295.82,218.1,591.94,205.54,115.9,773.42,224.54,1329.96,1219.3,217.9,204.94,2740.1,1241.8,1245.86,1247.5,1268,1257.36,1260.96,1285.44,1278.86,1261.2,1259.62,1262.88,1238.28,1221.52,1208.54,1200.6,1182.82,2727.34,222.88,215.6,1041.26,1278.36,229.6,639.76,206.06,103.76,210.62,212.4,1319.06,1142.38,226.12,259.44,242.88,223.86,229.28,272.64,231.28,239.62,271.9,223.3,214.08,223.86,208.52,211.48,213.96,208.26,207.4,202.22,212.08,212.8,199.22,221.1,1005.72,1247.9,229.74,183.8,199.28,113.34,197.94,220.88,1314.84,1136.96,217.24,203.6,202.86,213.06,203.42,221.28,206.24,210.48,207.32,211.1,215.8,201.14,208.6,207.8,216.92,192.36,197.64,196.82,204.7,205.9,196.64,206.4,994.72,1265.52,234.5,192.96,210.64,98.5,197.42,215.96,1316.46,1184.9,1180.94,1176.62,1145.44,1134.18,1116.06,1199.14,1183.98,1178.08,1173.14,1179.74,1167.52,1188.18,1176.24,1179.96,1189.36,1221.92,1202.42,1207.86,1209.32,1186.46,1171.2,1153.96,1069.64,1366.96,217.22,203.5,198.38,110.24,206,204.18,2545.88,1471.28,1459.9,1509.16,1502.28,1488.08,1518.12,1526.54,1523.32,1514.68,1524.56,1520.74,1504.16,1483.04,1650.22,1642.34,1651.34,1622.48,1606.84,1597.76,1578.36,1564.58,1524.8,1486.48,1612.12,2551.44,218.88,193.56,211.14,103.34,198.5,194,194.08,198.24,202.8,207.64,209.4,205.58,205.7,208.62,210.72,197.66,204.34,221.94,218.66,220.48,218.94,218.86,218.52,207.6,216.26,220.22,224.94,214.36,213.32,220.58,213.18,200.28,192.76,191.06,203.66,109.64,199.6,200.76,194.06,201.68,206.28,185.78,196.96,194.42,200.46,201.02,193.48,191.04,188.82,183.58,187.46,179.32,182.62,183.52,174.78,181.88,183.76,181.52,180.94,182.46,194.76,181.58,219.6,209.1,199.54,191.36,209.58,2246.32,210.16,203.54,203.84,205.48,190.1,207.2,213.36,205.38,192.46,195.56,203.8,191.74,202.04,210.5,214.74,2604.92,218.14,206.44,205.56,195.74,201.1,209.42,209.68,212.88,234.96,221.78,227.6,236.96,2415.48,244.96,2378.72
Wavelength data
400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730
Spectrum data
367.275,395.644,424.014,452.383,480.753,509.122,530.331,551.539,572.747,593.955,615.163,644.961,674.759,704.557,734.356,764.154,808.099,852.045,895.99,939.935,983.881,1041.83,1099.77,1157.72,1215.66,1273.61,1335.81,1398.01,1460.21,1522.41,1584.61,1634.66,1684.72,1734.77,1784.83,1834.88,1858.39,1881.89,1905.4,1928.91,1952.42,1949.11,1945.81,1942.51,1939.2,1935.9,1916.96,1898.01,1879.07,1860.12,1841.17,1818.76,1796.35,1773.94,1751.53,1729.12,1708.61,1688.09,1667.58,1647.06,1626.55,1608.56,1590.58,1572.59,1554.6,1536.62,1522.75,1508.88,1495.01,1481.14,1467.27,1460.57,1453.88,1447.18,1440.49,1433.79,1434.73,1435.67,1436.62,1437.56,1438.5,1440.08,1441.66,1443.25,1444.83,1446.41,1437.68,1428.95,1420.23,1411.5,1402.77,1379.81,1356.86,1333.9,1310.94,1287.99,1257.93,1227.86,1197.8,1167.74,1137.68,1111.34,1085,1058.66,1032.32,1005.98,989.195,972.411,955.627,938.843,922.059,915.029,908,900.97,893.941,886.912,896.13,905.348,914.567,923.785,933.003,977.963,1022.92,1067.88,1112.84,1157.8,1259.13,1360.45,1461.78,1563.1,1664.43,1818.23,1972.04,2125.84,2279.65,2433.45,2594.01,2754.56,2915.12,3075.67,3236.22,3331.4,3426.57,3521.75,3616.93,3712.1,3692.11,3672.13,3652.14,3632.16,3612.17,3488.38,3364.6,3240.81,3117.02,2993.23,2829.61,2665.99,2502.37,2338.75,2175.13,2040.58,1906.03,1771.47,1636.92,1502.37,1431.61,1360.85,1290.1,1219.34,1148.58,1137.33,1126.07,1114.82,1103.57,1092.31,1114.85,1137.39,1159.93,1182.46,1205,1233.47,1261.94,1290.41,1318.88,1347.35,1365.96,1384.58,1403.19,1421.8,1440.41,1453.32,1466.22,1479.13,1492.03,1504.94,1529.59,1554.24,1578.89,1603.54,1628.19,1674.32,1720.45,1766.59,1812.72,1858.85,1913.01,1967.17,2021.34,2075.5,2129.66,2160.31,2190.96,2221.62,2252.27,2282.92,2266.23,2249.54,2232.85,2216.15,2199.46,2138.73,2078.01,2017.28,1956.55,1895.82,1813.16,1730.49,1647.83,1565.17,1482.51,1403.42,1324.34,1245.25,1166.17,1087.08,1026.79,966.491,906.194,845.897,785.6,748.806,712.012,675.218,638.424,601.63,585.034,568.438,551.843,535.247,518.651,514.571,510.491,506.411,502.331,498.252,499.274,500.296,501.318,502.341,503.363,506.757,510.151,513.545,516.939,520.333,523.906,527.479,531.051,534.624,538.197,540.116,542.035,543.953,545.872,547.791,546.915,546.039,545.163,544.287,543.412,541.888,540.365,538.842,537.319,535.795,535.777,535.759,535.741,535.723,535.704,536.87,538.035,539.2,540.366,541.531,543.272,545.013,546.754,548.495,550.236,552.208,554.179,556.15,558.122,560.093,561.068,562.043,563.018,563.992,564.967,564.174,563.381,562.589,561.796,561.003,553.09,545.178,537.265,529.353,521.44,507.165,492.889,478.614,464.338,450.063,436.143,422.223,408.302,394.382,380.462
Color information
XYZ,48.0281,52.3946,45.2253
xyz,0.329755,0.359734,0.310511
RGB,192,193,169
CCT,5610.4

